Time ;Illuminance ;Temperature ;Control No ;Load Resistance ;Vbus2 ;V_sens1 ;I_sens2;Pbus2;P_sens1;Parallel   
1,00;9321,98;32,81;255 ;5,29;0,025;0,024;4,60;0,11;0,11
2,87;9371,44;32,81;238 ;10,00;0,043;0,045;4,62;0,20;0,21
4,75;9330,58;32,81;34 ;20,00;0,092;0,092;4,64;0,42;0,42
6,63;9321,98;32,75;148 ;22,03;0,101;0,102;4,62;0,46;0,47
8,51;9334,88;32,75;56 ;24,26;0,108;0,112;4,60;0,50;0,51
10,40;9328,43;32,75;24 ;28,61;0,130;0,130;4,62;0,60;0,60
12,28;9321,98;32,75;132 ;31,65;0,145;0,143;4,62;0,67;0,66
14,15;9304,78;32,75;112 ;41,79;0,190;0,192;4,59;0,87;0,88
16,03;9339,18;32,75;48 ;47,60;0,218;0,218;4,61;1,00;1,00
17,91;9319,83;32,75;208 ;51,16;0,235;0,232;4,60;1,08;1,07
19,79;9309,08;32,75;144 ;60,22;0,274;0,278;4,59;1,26;1,28
21,67;9328,43;32,75;244 ;18,41;0,083;0,084;4,62;0,38;0,39
23,54;9328,43;32,68;96 ;103,94;0,475;0,472;4,56;2,16;2,15
25,42;9311,23;32,75;192 ;194,69;0,870;0,871;4,47;3,89;3,89
27,31;9349,93;32,75;128 ;470,82;1,838;1,833;3,89;7,16;7,14
29,19;9317,68;32,68;0 ;42949672,95;2,490;2,488;0,00;0,00;0,00
